character,components,meaning,pinyin,tree,decomposition,story,appears_in,my_story,picture,frequency_rank
脤,"月, 厂, 二, 𠄌, 乀, 丿",sacrificial meat (raw),shèn,"脤
├── 月
└── 辰",⿰月⿸厂⿱二⿰𠄌⿺乀丿,,,,,6968
蹓,"口, 止, 刀, 田","to stroll, walk a horse",liù,"蹓
├── ⻊
└── 留
    ├── 卯
    │   └── 卩
    └── 田",⿰⿱口止⿱⿰&CDP-88EE;刀田,,,,,6970
柒,"氵, ⼀, 乚, 木",seven (banker's anti-fraud numeral),qī,"柒
├── 38065
│   ├── 氵
│   └── 七
│       ├── 乚
│       └── 一
└── 木",⿱⿰氵⿻⼀乚木,,,,,6971
蝝,"虫, 彑, 𧰨",locust larva without wings,yuán,"蝝
├── 虫
└── 彖
    ├── 彑
    └── 𧰨
        ├── 勿
        │   ├── 勹
        │   └── 37125
        │       └── ㇒
        └── 90011
            └── 冫",⿰虫⿱彑𧰨,,,,,6972
綍,"幺, 十, 冖, 子","heavy rope, ropes of a bier",fú,"綍
├── 糹
└── 孛
    ├── 十
    └── 37813
        ├── 冖
        └── 子",⿰⿱幺&CDP-885E;⿱⿱十冖子,,,,,6978
禨,"礻, 戈, 幺, 人","omen, pray",jī,"禨
├── 礻
└── 幾
    ├── 𢆶
    │   └── 幺
    └── 37711
        ├── 26716
        │   ├── 戈
        │   └── 𢆶
        │       └── 幺
        └── 人",⿰礻⿹⿻戈⿰幺幺人,,,,,6979
睒,"目, 火","furtively glance, glittering",shǎn,"睒
├── 目
└── 炎
    └── 火",⿰目⿱火火,,,,,6980
衖,"彳, 十, 丨, 一, 八, 亅",variant of 巷[xiang4],xiàng,"衖
├── 行
└── 共
    ├── 龷
    │   ├── 艹
    │   └── 一
    └── 八",⿲彳⿱⿱⿻十丨一八⿱一⿱一亅,,,,,6981
齁,"自, 田, 一, 丿, 丨, 勹, 口","to snore, thirsty from excessively salty or sweet food, (dialect) very, extremely",hōu,"齁
├── 鼻
└── 句
    ├── 勹
    └── 口",⿰⿱自⿱田⿱一⿰丿丨⿹勹口,,,,,6982
茈,"艹, 止, 匕",Common Gromwell or European stoneseed (Lithospermum officinale),zǐ,"茈
├── 艹
└── 此
    ├── 止
    └── 匕",⿱艹⿰止匕,,,,,6983
跼,"口, 止, 尸, 𠃌","cramped, narrow",jú,"跼
├── ⻊
└── 局
    ├── 尸
    └── 61714
        ├── ㇆
        └── 口",⿰⿱口止⿸尸⿹𠃌口,,,,,6984
絓,"幺, 土","to hinder, to offend, to form, unique, type of coarse silk, bag used to wrap silk before washing","guà, kuā","絓
├── 糹
└── 圭
    └── 土",⿰⿱幺&CDP-885E;⿱土土,,,,,6986
狨,"犭, 戈, 丿, 一",marmoset (zoology),róng,"狨
├── 犭
└── 戎
    ├── 戈
    └── 𠂇
        └── 十",⿰犭⿹戈⿻丿一,,,,,6987
縚,"幺, 爫, 臼","braid, cord, sash",tāo,"縚
├── 糹
└── 舀
    ├── 爫
    └── 臼",⿰⿱幺&CDP-885E;⿱爫臼,,,,,6988
薁,"艹, 丿, 冂, 米, 大",Prunus japonica,yù,"薁
├── 艹
└── 奥
    ├── 37258
    │   ├── 宀
    │   └── 米
    └── 大",⿱艹⿱⿵⿱丿冂米大,,,,,6989
蝰,"虫, 大, 土",see 蝰蛇[kui2 she2],kuí,"蝰
├── 虫
└── 奎
    ├── 大
    └── 圭
        └── 土",⿰虫⿱大⿱土土,,,,,6991
鲻,"𠂊, 田, 一, 巛",mullet,zī,"鲻
├── 鱼
└── 甾
    ├── 巛
    └── 田",⿰⿳𠂊田一⿱巛田,,,,,6992
泐,"氵, 阝, 力",to write,lè,"泐
├── 氵
└── 阞
    ├── 阝
    └── 力",⿰氵⿰阝力,,,,,6993
矞,"矛, 冂, 八, 口","Bore through, bright and brilliant, charming, nature bursting into life, clouds of many hues",yù,"矞
├── 矛
└── 冏
    ├── 冂
    └── 㕣
        ├── 八
        └── 口",⿱矛⿵冂⿱八口,"① rs. lance 矛 inside 㕯: bore through bringing fort bright and brilliant colours, suddenly just like nature bursts to life in spring time",,,,6994
帱,"巾, 二, 一, 丨, 寸","canopy, curtain, canopy","chóu, dào","帱
├── 巾
└── 寿
    ├── 丰
    │   ├── 三
    │   │   ├── 一
    │   │   └── 二
    │   └── 丨
    └── 寸",⿰巾⿸⿻⿻二一丨寸,,,,,6995
桫,"木, 氵, 小, 丿","horse chestnut, Stewartia pseudocamellia (botany)",suō,"桫
├── 木
└── 沙
    ├── 氵
    └── 少
        ├── 小
        └── 丿",⿰木⿰氵⿱小丿,,,,,6996
睎,"目, 㐅, 丿, 一, 巾","to long for, to gaze at",xī,"睎
├── 目
└── 希
    ├── 乂
    │   └── ㇒
    └── 布
        ├── 𠂇
        │   └── 十
        └── 巾",⿰目⿱㐅⿸⿻丿一巾,,,,,6997
轝,"彐, 一, 八, 丿, 車",variant of 輿|舆[yu2],yú,"轝
├── 與
│   ├── 38501
│   │   ├── 臼
│   │   └── 38272
│   │       ├── 37189
│   │       │   └── 己
│   │       └── 丨
│   └── 35189
│       ├── 一
│       └── 八
└── 車",⿱⿶⿳⿰&CDP-8CAC;彐一八⿹&CDP-8BBF;丿車,,,,,6998
埕,"土, 口, 王",earthen jar,chéng,"埕
├── 土
└── 呈
    ├── 口
    └── 王",⿰土⿱口王,,,,,6999
迍,"辶, 丿, 凵, 乚","falter, hesitate",zhūn,"迍
├── 辶
└── 屯
    ├── 十
    └── 𡳾
        ├── 屮
        └── 乚",⿺辶⿻丿⿻凵乚,,,,,7005
闬,"门, 干",gate of a village,hàn,"闬
├── 门
└── 干",⿵门干,,,,,7006
驵,"一, 月",powerful horse,zǎng,"驵
├── 马
└── 且
    ├── 月
    └── 一",⿰⿹&CDP-8A77;一⿻月一,,,,,7009
缲,"纟, 口, 木","hem with invisible stitches, to reel silk from cocoons","qiāo, sāo","缲
├── 纟
└── 喿
    ├── 品
    │   └── 口
    └── 木",⿰纟⿱⿱口⿰口口木,,,,,7010
臑,"月, 雨, 而","biceps (in Chinese medicine), (arch.) forelimbs of livestock animal",nào,"臑
├── 月
└── 需
    ├── 雨
    └── 而",⿰月⿱雨而,,,,,7012
碻,"石, 亠, 口, 冂","solid, firm",què,"碻
├── 石
└── 高",⿰石⿳亠口⿵冂口,,,,,7013
鲦,"𠂊, 田, 一, 夂, 朩","Korean sharpbelly (fish, Hemiculter leucisculus), chub",tiáo,"鲦
├── 鱼
└── 条
    ├── 夂
    └── 朩
        ├── 十
        └── 小",⿰⿳𠂊田一⿱夂朩,,,,,7018
筸,"竹, 日, 干",name of a place in Henan,gān,"筸
├── ⺮
└── 旱
    ├── 日
    └── 干",⿱竹⿱日干,,,,,7019
嚆,"口, 艹, 亠, 冂","sound, noise",hāo,"嚆
├── 口
└── 蒿
    ├── 艹
    └── 高",⿰口⿱艹⿳亠口⿵冂口,,,,,7020
鳣,"𠂊, 田, 一, 亠, 囗, 口, 日","see 鱔|鳝[shan4], sturgeon (old), Acipenser micadoi","shàn, zhān","鳣
├── 鱼
└── 亶
    ├── 亠
    └── 37866
        ├── 回
        │   └── 囗
        └── 旦
            ├── 日
            └── 一",⿰⿳𠂊田一⿱⿱亠⿴囗口⿱日一,,,,,7021
鞚,"革, 宀, 八, 工","bridle, reins",kòng,"鞚
├── 革
└── 空
    ├── 穴
    └── 工",⿰革⿱⿱宀八工,,,,,7022
囝,"囗, 子","child, variant of 囡[nan1]","jiǎn, nān","囝
├── 囗
└── 子",⿴囗子,,,,,7029
豇,"豆, 工","cowpeas, black-eyed beans",jiāng,"豇
├── 豆
└── 工",⿰豆工,,,,,7031
垧,"土, 丿, 冂, 口","unit of land area (equivalent to 10 or 15 mǔ 畝|亩[mu3] in parts of northeast China, but only 3 or 5 mǔ in northwest China)",shǎng,"垧
├── 土
└── 向
    ├── 宀
    └── 口",⿰土⿵⿱丿冂口,,,,,7032
腠,"月, 𡗗, 一, 大",the tissue between the skin and the flesh,còu,"腠
├── 月
└── 37121
    ├── 𡗗
    │   ├── 丰
    │   │   ├── 三
    │   │   │   ├── 一
    │   │   │   └── 二
    │   │   └── 丨
    │   └── 八
    └── 夭
        ├── ㇒
        └── 大",⿰月⿱𡗗⿱一大,,,,,7034
麑,"广, コ, 丨, 比, 臼, 儿",fawn,ní,"麑
├── 鹿
└── 兒
    ├── 臼
    └── 儿",⿸⿸⿸广⿻コ⿰丨丨比⿱臼儿,,,,,7035
惝,"忄, ⺌, 冂, 口","disappointed, listless, frightened, also pr. [tang3]",chǎng,"惝
├── 忄
└── 尚
    ├── 37737
    │   ├── ⺌
    │   └── 冂
    └── 口",⿰忄⿱⺌⿵冂口,,,,,7042
餂,"人, 丶, 丿, 十, 口",to obtain by deception,tiǎn,"餂
├── 飠
└── 舌",⿰⿱人⿱丶&CDP-8B7C;⿱⿱丿十口,,,,,7043
仂,"亻, 力","surplus, tithe",lè,"仂
├── 亻
└── 力",⿰亻力,,,,,7045
瓞,"瓜, 丿, 二, 人",young melon,dié,"瓞
├── 瓜
└── 失
    ├── 夫
    │   ├── 人
    │   └── 二
    └── ㇒",⿺瓜⿰丿⿻二人,,,,,7048
糺,"幺, 乚","army (used during the Liao, Jin and Yuan dynasties), old variant of 糾|纠[jiu1]","jiǔ, jiū","糺
├── 糹
└── 乚",⿰⿱幺&CDP-885E;乚,,,,,7049
唛,"口, 龶, 夂","mark (loanword), also pr. [ma4]",mài,"唛
├── 口
└── 麦",⿰口⿱龶夂,,,,,7050
矼,"石, 工",stone bridge,jiāng,"矼
├── 石
└── 工",⿰石工,,,,,7055
坩,"土, 甘",crucible,gān,"坩
├── 土
└── 甘",⿰土甘,,,,,7058
裯,"衤, ⺆, 土, 口","bed curtain, coverlet",chóu,"裯
├── 衤
└── 周
    ├── 田
    └── 口",⿰衤⿵⺆⿱土口,,,,,7059
镨,"钅, 丷, 一, ⼋, ⼁, ⼀, 日",praseodymium (chemistry),pǔ,"镨
├── 钅
└── 普
    ├── 並
    │   ├── 䒑
    │   │   ├── 丷
    │   │   └── 一
    │   └── 业
    │       ├── 37859
    │       │   ├── 10001
    │       │   │   └── 丨
    │       │   └── 丷
    │       └── 一
    └── 日",⿰钅⿱⿱⿱丷一⿱⿻⼋⿰⼁⼁⼀日,,,,,7060
蓰,"艹, 彳, 止, 龰","(grass), increase five fold",xǐ,"蓰
├── 艹
└── 徙
    ├── 彳
    └── 歨
        ├── 止
        └── 龰
            └── 止",⿱艹⿰彳⿱止龰,,,,,7061
罥,"罒, 口, 月","bird catching net, to bind, to hang",juàn,"罥
├── 罒
└── 肙
    ├── 口
    └── 月",⿱罒⿱口月,,,,,7062
罃,"火, 冖, 缶",earthen jar with long neck,yīng,"罃
├── 37027
│   ├── 炏
│   │   └── 火
│   └── 冖
└── 缶",⿱⿱⿰火火冖缶,,,,,7063
薿,"艹, 匕, 丿, 一, 大, 厶, 疋",luxuriant (of plants),nǐ,"薿
├── 艹
└── 疑
    ├── 𠤕
    │   ├── 匕
    │   └── 矢
    └── 39595
        ├── 龴
        │   └── 厶
        └── 疋",⿱艹⿰⿱匕⿱⿰丿一大⿱厶疋,,,,,7065
釂,"酉, 爫, 罒, 寸",drain a goblet,jiào,"釂
├── 酉
└── 爵
    ├── 爫
    └── 38408
        ├── 罒
        └── 37237
            ├── 37084
            │   ├── 𢀳
            │   │   ├── 𠁣
            │   │   │   ├── 丨
            │   │   │   └── 彐
            │   │   └── 乚
            │   └── 丶
            └── 寸",⿰酉⿳爫罒⿰&CDP-8B7C;寸,,,,,7067
汆,"入, 水","quick-boil, to boil for a short time",cuān,"汆
├── 入
└── 水",⿱入水,,,,,7071
毽,"毛, 廴, 聿",shuttlecock,jiàn,"毽
├── 毛
└── 建
    ├── 廴
    └── 聿",⿺毛⿺廴聿,,,,,7072
剞,"大, 一, 亅, 口, 刂",curved wood graver,jī,"剞
├── 奇
│   ├── 大
│   └── 可
│       ├── 丁
│       │   ├── 一
│       │   └── 亅
│       └── 口
└── 刂",⿰⿱大⿹⿱一亅口刂,,,,,7074
糨,"米, 弓, 口, 虫","starch, paste, to starch",jiàng,"糨
├── 米
└── 强
    ├── 弓
    └── 虽
        ├── 口
        └── 虫",⿰米⿰弓⿱口虫,,,,,7075
艴,"弓, 丿, 丨, 𠂊, 巴",angry,fú,"艴
├── 弗
│   ├── 弓
│   └── 10001
│       └── 丨
└── 色",⿰⿻弓⿰丿丨⿱𠂊巴,,,,,7076
鴥,"灬, 宀, 八","(of a bird) to fly swiftly, to swoop",yù,"鴥
├── 鳥
└── 穴",⿰⿹&CDP-8CBB;灬⿱宀八,,,,,7077
耎,"而, 大",archaic variant of 軟|软[ruan3],ruǎn,"耎
├── 而
└── 大",⿱而大,,,,,7078
膋,"火, 冖, 月",fat on intestines,liáo,"膋
├── 炏
│   └── 火
└── 肎
    ├── 冖
    └── 月",⿱⿱⿰火火冖月,,,,,7079
鈤,"金, 日",archaic translation of element germanium Ge32 鍺|锗[zhe3],rì,"鈤
├── 金
└── 日",⿰金日,,,,,7080
繄,"匚, 丿, 一, 大, 𠘧, 又, 糸","interj., sighing sound",yī,"繄
├── 殹
│   ├── 医
│   │   ├── 匚
│   │   └── 矢
│   └── 殳
└── 糸",⿱⿰⿷匚⿱⿰丿一大⿱𠘧又糸,,,,,7085
孓,孓,see 孑孓[jie2 jue2],jué,"孓
├── 了
│   ├── ㇇
│   └── 亅
└── ㇏",孓,,,,,7086
佴,"亻, 耳",assistant,èr,"佴
├── 亻
└── 耳",⿰亻耳,,,,,7087
粋,"米, 九, 十","Pure, unadulterated, select, chic, style",cuì,"粋
├── 米
└── 卆
    ├── 九
    │   ├── 丿
    │   └── ㇈
    └── 十",⿰米⿱九十,① out of many soldiers 卒/卆 only one is able to eat pure rice 米 with style,,,,7088
躄,"尸, 口, 立, 十, 龰","both feet crippled, lame",bì,"躄
├── 辟
│   ├── 𡰪
│   │   ├── 尸
│   │   └── 口
│   └── 辛
└── 足",⿱⿰⿸尸口⿱立十⿱口龰,,,,,7089
闟,"𠁣, 𠃛, 人, 一, 口, 𠃌, 冫","peacefully, quietly",xī,"闟
├── 門
└── 翕
    ├── 合
    │   ├── 亼
    │   │   ├── 人
    │   │   └── 一
    │   └── 口
    └── 羽",⿵⿰𠁣𠃛⿱⿱⿱人一口⿰⿹𠃌冫⿹𠃌冫,,,,,7093
眛,"目, 木, 一","blind, imperceptive",mèi,"眛
├── 目
└── 未
    ├── 木
    └── 一",⿰目⿻木一,,,,,7094
唼,"口, 立, 女","to speak evil, gobbling sound made by ducks",shǎ,"唼
├── 口
└── 妾
    ├── 立
    └── 女",⿰口⿱立女,,,,,7095
觫,"角, 木, 口",tremble with fear,sù,"觫
├── 角
└── 束
    ├── 木
    └── 口",⿰角⿻木口,,,,,7096
蓥,"艹, 冖, 金",polish,yíng,"蓥
├── 艹
└── 37615
    ├── 冖
    └── 金",⿱⿱艹冖金,,,,,7098
骒,"一, 日, 木","mare, jenny",kè,"骒
├── 马
└── 果
    ├── 田
    └── 木",⿰⿹&CDP-8A77;一⿻日木,,,,,7099
邶,"匕, 阝",name of a feudal state,bèi,"邶
├── 北
│   └── 匕
└── 阝",⿰⿰&CDP-8BC5;匕阝,,,,,7100
趯,"土, 龰, 𠃌, 冫, 隹","to jump, way of stroke in calligraphy, to jump","tì, yuè","趯
├── 走
└── 翟
    ├── 羽
    └── 隹",⿺⿱土龰⿱⿰⿹𠃌冫⿹𠃌冫隹,,,,,7105
镦,"钅, 亠, 口, 子, 攵",upsetting (forged pieces),dūn,"镦
├── 钅
└── 敦
    ├── 享
    │   ├── 37045
    │   │   ├── 亠
    │   │   └── 口
    │   └── 子
    └── ⺙",⿰钅⿰⿳亠口子攵,,,,,7108
洇,"氵, 囗, 大","variant of 湮[yan1], to soak, to blotch, to splotch","yān, yīn","洇
├── 氵
└── 因
    ├── 囗
    └── 大",⿰氵⿴囗大,,,,,7110
螋,"虫, 臼, 丨, 又",earwig 蠼螋,sōu,"螋
├── 虫
└── 叟
    ├── 37689
    │   ├── 臼
    │   └── 丨
    └── 又",⿰虫⿱⿻臼丨又,,,,,7112
苠,"艹, 民","multitude, skin of bamboo",mín,"苠
├── 艹
└── 民",⿱艹民,,,,,7113
蓠,"艹, 亠, 凵, 㐅, 禸","red algae, Gracilaria, several species, some edible, Japanese ogonori, arch. used for vanilla-like herb",lí,"蓠
├── 艹
└── 离
    ├── 37176
    │   ├── 亠
    │   └── 凶
    │       ├── 凵
    │       └── 乂
    │           └── ㇒
    └── 禸",⿱艹⿱⿱亠⿶凵㐅禸,,,,,7116
钷,"钅, 匚, 口",promethium (chemistry),pǒ,"钷
├── 钅
└── 叵
    ├── 匚
    └── 口",⿰钅⿷匚口,,,,,7117
礿,"礻, 勹, 丶",spring imperial ancestral sacrifice,yuè,"礿
├── 礻
└── 勺
    ├── 勹
    └── 丶",⿰礻⿹勹丶,,,,,7122
盻,"目, 八, 一, ㇉",to glare at,xì,"盻
├── 目
└── 兮
    ├── 八
    └── 丂
        ├── 一
        └── ㇉",⿰目⿱八⿱一㇉,,,,,7124
蜞,"虫, 一, 八",grapsus,qí,"蜞
├── 虫
└── 其
    ├── 甘
    └── 35189
        ├── 一
        └── 八",⿰虫⿱⿱&CDP-88C8;一八,,,,,7126
礅,"石, 亠, 口, 子, 攵",stone block,dūn,"礅
├── 石
└── 敦
    ├── 享
    │   ├── 37045
    │   │   ├── 亠
    │   │   └── 口
    │   └── 子
    └── ⺙",⿰石⿰⿳亠口子攵,,,,,7128
墁,"土, 日, 罒, 又",to plaster,màn,"墁
├── 土
└── 曼
    ├── 日
    └── 59548
        ├── 罒
        └── 又",⿰土⿳日罒又,,,,,7129
